"ID","Gene.title","Gene.symbol","Gene.ID","UniGene.title","UniGene.symbol","UniGene.ID","Nucleotide.Title","GI","GenBank.Accession","Platform_CLONEID","Platform_ORF","Platform_SPOTID","Chromosome.location","Chromosome.annotation","GO.Function","GO.Process","GO.Component","GO.Function.ID","GO.Process.ID","GO.Component.ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"810_at","uncharacterized LOC100505585///Rho guanine nucleotide exchange factor 1","LOC100505585///ARHGEF1","100505585///9138","","","","Human guanine nucleotide exchange factor p115-RhoGEF mRNA, partial cds",1654343,"U64105",NA,NA,"","19q13.13","Chromosome 19, NC_000019.10 (41928820..41930136)///Chromosome 19, NC_000019.10 (41883200..41907454)","GTPase activator activity///Rho guanyl-nucleotide exchange factor activity///poly(A) RNA binding///protein binding","Rho protein signal transduction///cell proliferation///negative regulation of axonogenesis///positive regulation of GTPase activity///regulation of Rho protein signal transduction","cytoplasm///cytosol///plasma membrane///plasma membrane","GO:0005096///GO:0005089///GO:0044822///GO:0005515","GO:0007266///GO:0008283///GO:0050771///GO:0043547///GO:0035023","GO:0005737///GO:0005829///GO:0005886///GO:0005886",-1.59054453990461,7.83458734422648,-4.82728270135193,0.000983610441957878,0.0232548348871128,-0.528506225785469
"38634_at","retinol binding protein 1","RBP1","5947","","","","Human cellular retinol-binding protein mRNA, complete cds",190947,"M11433",NA,NA,"","3q23","Chromosome 3, NC_000003.12 (139517434..139539829, complement)","retinal binding///retinoid binding///retinol binding///transporter activity","retinoic acid biosynthetic process///retinoid metabolic process///transport///vitamin A metabolic process","cytoplasm///cytosol///nucleoplasm","GO:0016918///GO:0005501///GO:0019841///GO:0005215","GO:0002138///GO:0001523///GO:0006810///GO:0006776","GO:0005737///GO:0005829///GO:0005654",-2.94091131478249,6.39678783453274,-4.82325217143237,0.00098906938174464,0.0233401886813572,-0.534151362664013
"33362_at","CDC42 effector protein 3","CDC42EP3","10602","","","","Homo sapiens MSE55-related protein (UB1) mRNA, complete cds",3834632,"AF094521",NA,NA,"","2p21","Chromosome 2, NC_000002.12 (37641882..37672535, complement)","GTP-Rho binding///GTPase activator activity///cytoskeletal regulatory protein binding","Rho protein signal transduction///positive regulation of GTPase activity///positive regulation of actin filament polymerization///positive regulation of pseudopodium assembly///regulation of cell shape///signal transduction","actin cytoskeleton///cytoplasm///cytosol///endomembrane system///plasma membrane","GO:0017049///GO:0005096///GO:0005519","GO:0007266///GO:0043547///GO:0030838///GO:0031274///GO:0008360///GO:0007165","GO:0015629///GO:0005737///GO:0005829///GO:0012505///GO:0005886",2.01190995992696,9.20244156334657,4.82109175172539,0.000992008874537998,0.0233658806735862,-0.537178255068913
"32768_at","tudor domain containing 3","TDRD3","81550","","","","DKFZp586A2224_s1 586 (synonym: hute1) Homo sapiens cDNA clone DKFZp586A2224, mRNA sequence",5936432,"AL048308",NA,NA,"","13q21.2","Chromosome 13, NC_000013.11 (60396457..60573879)","chromatin binding///methylated histone binding///poly(A) RNA binding///protein binding///transcription coactivator activity","covalent chromatin modification///regulation of nucleic acid-templated transcription","cytoplasm///colocalizes_with exon-exon junction complex///nucleus","GO:0003682///GO:0035064///GO:0044822///GO:0005515///GO:0003713","GO:0016569///GO:1903506","GO:0005737///colocalizes_with GO:0035145///GO:0005634",-2.77789023028926,4.52895333304897,-4.81327285776228,0.00100272625492173,0.0235366532810287,-0.54813900319245
"40136_at","TBC1 domain family member 9B","TBC1D9B","23061","","","","Homo sapiens KIAA0676 mRNA for KIAA0676 protein",3327165,"AB014576",NA,NA,"","5q35.3","Chromosome 5, NC_000005.10 (179862071..179907856, complement)","GTPase activator activity///Rab GTPase binding///calcium ion binding///protein binding","activation of GTPase activity///intracellular protein transport///NOT regulation of cilium assembly///regulation of vesicle fusion","endomembrane system///integral component of membrane///intracellular","GO:0005096///GO:0017137///GO:0005509///GO:0005515","GO:0090630///GO:0006886///NOT GO:1902017///GO:0031338","GO:0012505///GO:0016021///GO:0005622",-1.36862251303834,8.36780545042265,-4.8130832602118,0.00100298768041136,0.0235366532810287,-0.54840490229744
"1911_s_at","growth arrest and DNA damage inducible alpha","GADD45A","1647","","","","Human growth arrest and DNA-damage-inducible protein (gadd45) mRNA, complete cds",182939,"M60974",NA,NA,"","1p31.2","Chromosome 1, NC_000001.11 (67685177..67688338)","core promoter binding///protein binding","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest///DNA repair///G2/M transition of mitotic cell cycle///activation of MAPKKK activity///apoptotic process///cell cycle arrest///cellular response to ionizing radiation///cellular response to mechanical stimulus///centrosome cycle///mitotic cell cycle arrest///negative regulation of protein kinase activity///positive regulation of JNK cascade///positive regulation of apoptotic process///positive regulation of p38MAPK cascade///positive regulation of reactive oxygen species metabolic process///regulation of cyclin-dependent protein serine/threonine kinase activity///signal transduction in response to DNA damage","cytoplasm///nucleoplasm///nucleoplasm///nucleus","GO:0001047///GO:0005515","GO:0006977///GO:0006281///GO:0000086///GO:0000185///GO:0006915///GO:0007050///GO:0071479///GO:0071260///GO:0007098///GO:0071850///GO:0006469///GO:0046330///GO:0043065///GO:1900745///GO:2000379///GO:0000079///GO:0042770","GO:0005737///GO:0005654///GO:0005654///GO:0005634",2.0431425758609,6.66287622626674,4.80987927682676,0.00100741659296865,0.0235967244642472,-0.552899124828723
"37392_at","phosphorylase kinase regulatory subunit beta","PHKB","5257","","","","H.sapiens mRNA for phosphorylase-kinase, beta subunit",1502344,"X84908",NA,NA,"","16q12-q13","Chromosome 16, NC_000016.10 (47461131..47701523)","calmodulin binding///contributes_to phosphorylase kinase activity///protein binding","generation of precursor metabolites and energy///glycogen catabolic process///glycogen metabolic process///protein phosphorylation","cytosol///phosphorylase kinase complex///plasma membrane","GO:0005516///contributes_to GO:0004689///GO:0005515","GO:0006091///GO:0005980///GO:0005977///GO:0006468","GO:0005829///GO:0005964///GO:0005886",-1.89800165994485,7.66428874713203,-4.80615582791773,0.00101259004542234,0.0236739802286242,-0.558123968357519
"34760_at","LY75-CD302 readthrough///CD302 molecule///lymphocyte antigen 75","LY75-CD302///CD302///LY75","100526664///9936///4065","","","","Homo sapiens KIAA0022 mRNA, complete cds",285952,"D14664",NA,NA,"","2q///2q24.2///2q24","Chromosome 2, NC_000002.12 (159768628..159904756, complement)///Chromosome 2, NC_000002.12 (159768628..159798255, complement)///Chromosome 2, NC_000002.12 (159803355..159904756, complement)","carbohydrate binding///carbohydrate binding///receptor activity","phagocytosis///endocytosis///immune response///inflammatory response","cell cortex///filopodium///integral component of membrane///membrane///microvillus///extracellular exosome///integral component of plasma membrane","GO:0030246///GO:0030246///GO:0004872","GO:0006909///GO:0006897///GO:0006955///GO:0006954","GO:0005938///GO:0030175///GO:0016021///GO:0016020///GO:0005902///GO:0070062///GO:0005887",-1.43823128587418,8.09304415100593,-4.80373401836907,0.00101597031863174,0.0237091040161289,-0.561523451576954
"32280_at","glutamate decarboxylase 2","GAD2","2572","","","","Human glutamate decarboxylase (GAD65) mRNA, complete cds",182933,"M81882",NA,NA,"","10p11.23","Chromosome 10, NC_000010.11 (26216307..26304562)","glutamate binding///glutamate decarboxylase activity///protein binding///protein heterodimerization activity///pyridoxal phosphate binding","chemical synaptic transmission///glutamate decarboxylation to succinate///neurotransmitter biosynthetic process///neurotransmitter secretion///response to drug","Golgi membrane///anchored component of membrane///axon///cell junction///clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane///cytosol///inhibitory synapse///perinuclear region of cytoplasm///plasma membrane///presynaptic membrane///synaptic vesicle membrane","GO:0016595///GO:0004351///GO:0005515///GO:0046982///GO:0030170","GO:0007268///GO:0006540///GO:0042136///GO:0007269///GO:0042493","GO:0000139///GO:0031225///GO:0030424///GO:0030054///GO:0061202///GO:0005829///GO:0060077///GO:0048471///GO:0005886///GO:0042734///GO:0030672",1.54630028614708,2.30003132950648,4.80205282617275,0.00101832400943504,0.0237201856441281,-0.56388385951356
"35366_at","nidogen 1","NID1","4811","","","","Human nidogen mRNA, complete cds",189208,"M30269",NA,NA,"","1q43","Chromosome 1, NC_000001.11 (235975830..236065181, complement)","calcium ion binding///collagen binding///laminin binding///laminin-1 binding///proteoglycan binding","basement membrane organization///cell-matrix adhesion///extracellular matrix disassembly///extracellular matrix organization///glomerular basement membrane development///positive regulation of cell-substrate adhesion","basal lamina///basement membrane///cell periphery///extracellular exosome///extracellular matrix///colocalizes_with extracellular matrix///colocalizes_with extracellular matrix///extracellular region","GO:0005509///GO:0005518///GO:0043236///GO:0043237///GO:0043394","GO:0071711///GO:0007160///GO:0022617///GO:0030198///GO:0032836///GO:0010811","GO:0005605///GO:0005604///GO:0071944///GO:0070062///GO:0031012///colocalizes_with GO:0031012///colocalizes_with GO:0031012///GO:0005576",-2.57461682065519,6.4596266925215,-4.78520912148995,0.00104223216292161,0.0242323776369896,-0.587556344338787
"41200_at","scavenger receptor class B member 1","SCARB1","949","","","","H.sapiens encoding CLA-1 mRNA",397606,"Z22555",NA,NA,"","12q24.31","Chromosome 12, NC_000012.12 (124777628..124863973, complement)","1-phosphatidylinositol binding///apolipoprotein A-I binding///apolipoprotein binding///high-density lipoprotein particle binding///high-density lipoprotein particle receptor activity///high-density lipoprotein particle receptor activity///lipopolysaccharide binding///lipopolysaccharide receptor activity///low-density lipoprotein particle binding///phosphatidylserine binding///protein binding///protein homodimerization activity///transporter activity///virus receptor activity","adhesion of symbiont to host///androgen biosynthetic process///blood vessel endothelial cell migration///cholesterol catabolic process///cholesterol efflux///cholesterol efflux///cholesterol homeostasis///cholesterol import///cholesterol import///detection of lipopolysaccharide///endothelial cell proliferation///high-density lipoprotein particle clearance///high-density lipoprotein particle remodeling///intestinal absorption///lipopolysaccharide transport///lipopolysaccharide-mediated signaling pathway///lipoprotein metabolic process///low-density lipoprotein particle clearance///phospholipid transport///positive regulation of cholesterol storage///positive regulation of endothelial cell migration///positive regulation of nitric-oxide synthase activity///positive regulation of triglyceride biosynthetic process///receptor-mediated endocytosis///recognition of apoptotic cell///regulation of phagocytosis///regulation of phosphatidylcholine catabolic process///reverse cholesterol transport///triglyceride homeostasis///viral entry into host cell///vitamin transmembrane transport///wound healing","caveola///cell surface///endocytic vesicle membrane///extracellular exosome///integral component of plasma membrane///intracellular membrane-bounded organelle///lysosomal membrane///microvillus membrane///plasma membrane///plasma membrane","GO:0005545///GO:0034186///GO:0034185///GO:0008035///GO:0070506///GO:0070506///GO:0001530///GO:0001875///GO:0030169///GO:0001786///GO:0005515///GO:0042803///GO:0005215///GO:0001618","GO:0044406///GO:0006702///GO:0043534///GO:0006707///GO:0033344///GO:0033344///GO:0042632///GO:0070508///GO:0070508///GO:0032497///GO:0001935///GO:0034384///GO:0034375///GO:0050892///GO:0015920///GO:0031663///GO:0042157///GO:0034383///GO:0015914///GO:0010886///GO:0010595///GO:0051000///GO:0010867///GO:0006898///GO:0043654///GO:0050764///GO:0010899///GO:0043691///GO:0070328///GO:0046718///GO:0035461///GO:0042060","GO:0005901///GO:0009986///GO:0030666///GO:0070062///GO:0005887///GO:0043231///GO:0005765///GO:0031528///GO:0005886///GO:0005886",-2.26329521636609,8.02298569147984,-4.78210749610446,0.00104670016859552,0.0242915250524235,-0.591920144603041
"1997_s_at","BCL2 associated X, apoptosis regulator","BAX","581","","","","Human (BAX delta) mRNA, complete cds",841237,"U19599",NA,NA,"","19q13.3-q13.4","Chromosome 19, NC_000019.10 (48954825..48961798)","BH3 domain binding///BH3 domain binding///channel activity///chaperone binding///heat shock protein binding///identical protein binding///lipid binding///protein binding///protein complex binding///protein heterodimerization activity///protein homodimerization activity///protein homodimerization activity","B cell apoptotic process///B cell homeostasis///B cell homeostatic proliferation///B cell negative selection///B cell receptor apoptotic signaling pathway///DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest///Sertoli cell proliferation///T cell homeostatic proliferation///activation of cysteine-type endopeptidase activity involved in apoptotic process///activation of cysteine-type endopeptidase activity involved in apoptotic process///activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c///activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway///activation of signaling protein activity involved in unfolded protein response///aging///apoptotic mitochondrial changes///apoptotic process///apoptotic process///apoptotic process///apoptotic process involved in embryonic digit morphogenesis///apoptotic process involved in patterning of blood vessels///apoptotic signaling pathway///blood vessel remodeling///cellular respiration///cellular response to UV///cerebral cortex development///development of secondary sexual characteristics///ectopic germ cell programmed cell death///endoplasmic reticulum calcium ion homeostasis///establishment or maintenance of transmembrane electrochemical gradient///extrinsic apoptotic signaling pathway///extrinsic apoptotic signaling pathway in absence of ligand///extrinsic apoptotic signaling pathway via death domain receptors///fertilization///germ cell development///glial cell apoptotic process///glycosphingolipid metabolic process///homeostasis of number of cells within a tissue///hypothalamus development///inner mitochondrial membrane organization///intrinsic apoptotic signaling pathway///intrinsic apoptotic signaling pathway by p53 class mediator///intrinsic apoptotic signaling pathway in response to DNA damage///intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress///intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress///kidney development///mitochondrial fragmentation involved in apoptotic process///mitochondrial fusion///mitochondrion morphogenesis///myeloid cell homeostasis///negative regulation of apoptotic signaling pathway///negative regulation of endoplasmic reticulum calcium ion concentration///negative regulation of fibroblast proliferation///negative regulation of neuron apoptotic process///negative regulation of peptidyl-serine phosphorylation///negative regulation of protein binding///neuron apoptotic process///neuron migration///odontogenesis of dentin-containing tooth///outer mitochondrial membrane organization///ovarian follicle development///positive regulation of B cell apoptotic process///positive regulation of IRE1-mediated unfolded protein response///positive regulation of apoptotic DNA fragmentation///positive regulation of apoptotic process///positive regulation of apoptotic process involved in mammary gland involution///positive regulation of developmental pigmentation///positive regulation of endoplasmic reticulum unfolded protein response///positive regulation of extrinsic apoptotic signaling pathway in absence of ligand///positive regulation of intrinsic apoptotic signaling pathway///positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway///positive regulation of neuron apoptotic process///positive regulation of protein oligomerization///positive regulation of release of cytochrome c from mitochondria///positive regulation of release of sequestered calcium ion into cytosol///post-embryonic camera-type eye morphogenesis///protein homooligomerization///protein insertion into mitochondrial membrane involved in apoptotic signaling pathway///protein oligomerization///regulation of apoptotic process///regulation of mammary gland epithelial cell proliferation///regulation of mitochondrial membrane permeability involved in programmed necrotic cell death///regulation of mitochondrial membrane potential///regulation of nitrogen utilization///regulation of protein heterodimerization activity///regulation of protein homodimerization activity///release of cytochrome c from mitochondria///release of matrix enzymes from mitochondria///response to axon injury///response to cocaine///response to copper ion///response to corticosterone///response to drug///response to gamma radiation///response to salt stress///response to toxic substance///retina development in camera-type eye///retinal cell programmed cell death///spermatid differentiation///thymocyte apoptotic process///vagina development///viral process","BAX complex///Bcl-2 family protein complex///cytosol///cytosol///endoplasmic reticulum///endoplasmic reticulum membrane///extracellular exosome///membrane///mitochondrial outer membrane///mitochondrial outer membrane///mitochondrial permeability transition pore complex///mitochondrion///nuclear envelope///nucleus///nucleus///perinuclear region of cytoplasm///pore complex","GO:0051434///GO:0051434///GO:0015267///GO:0051087///GO:0031072///GO:0042802///GO:0008289///GO:0005515///GO:0032403///GO:0046982///GO:0042803///GO:0042803","GO:0001783///GO:0001782///GO:0002358///GO:0002352///GO:1990117///GO:0006977///GO:0060011///GO:0001777///GO:0006919///GO:0006919///GO:0008635///GO:0097296///GO:0006987///GO:0007568///GO:0008637///GO:0006915///GO:0006915///GO:0006915///GO:1902263///GO:1902262///GO:0097190///GO:0001974///GO:0045333///GO:0034644///GO:0021987///GO:0045136///GO:0035234///GO:0032469///GO:0010248///GO:0097191///GO:0097192///GO:0008625///GO:0009566///GO:0007281///GO:0034349///GO:0006687///GO:0048873///GO:0021854///GO:0007007///GO:0097193///GO:0072332///GO:0008630///GO:0070059///GO:0070059///GO:0001822///GO:0043653///GO:0008053///GO:0070584///GO:0002262///GO:2001234///GO:0032471///GO:0048147///GO:0043524///GO:0033137///GO:0032091///GO:0051402///GO:0001764///GO:0042475///GO:0007008///GO:0001541///GO:0002904///GO:1903896///GO:1902512///GO:0043065///GO:0060058///GO:0048087///GO:1900103///GO:2001241///GO:2001244///GO:1901030///GO:0043525///GO:0032461///GO:0090200///GO:0051281///GO:0048597///GO:0051260///GO:0001844///GO:0051259///GO:0042981///GO:0033599///GO:1902445///GO:0051881///GO:0006808///GO:0043497///GO:0043496///GO:0001836///GO:0032976///GO:0048678///GO:0042220///GO:0046688///GO:0051412///GO:0042493///GO:0010332///GO:0009651///GO:0009636///GO:0060041///GO:0046666///GO:0048515///GO:0070242///GO:0060068///GO:0016032","GO:0097144///GO:0097136///GO:0005829///GO:0005829///GO:0005783///GO:0005789///GO:0070062///GO:0016020///GO:0005741///GO:0005741///GO:0005757///GO:0005739///GO:0005635///GO:0005634///GO:0005634///GO:0048471///GO:0046930",-2.91587769032678,8.05850940916302,-4.77860493839385,0.00105177053502234,0.0243578028842728,-0.596849793857495
"1042_at","retinoic acid receptor responder 1","RARRES1","5918","","","","Human RAR-responsive (TIG1) mRNA, complete cds",942584,"U27185",NA,NA,"","3q25.32","Chromosome 3, NC_000003.12 (158697103..158732944, complement)","","negative regulation of cell proliferation","extracellular exosome///integral component of membrane","","GO:0008285","GO:0070062///GO:0016021",-4.58017777528752,5.16438746943671,-4.77618853377457,0.00105528397541781,0.0243578028842728,-0.600251833725152
"34034_at","StAR related lipid transfer domain containing 8","STARD8","9754","","","","Homo sapiens mRNA for KIAA0189 gene",1663691,"D80011",NA,NA,"","Xq13.1","Chromosome X, NC_000023.11 (68647669..68725842)","GTPase activator activity///lipid binding","positive regulation of GTPase activity///regulation of small GTPase mediated signal transduction///signal transduction","cytosol///focal adhesion","GO:0005096///GO:0008289","GO:0043547///GO:0051056///GO:0007165","GO:0005829///GO:0005925",1.19374289716538,7.54647322975924,4.77514688014592,0.00105680242962527,0.0243578028842728,-0.601718645068847
"32512_at","neurofilament, medium polypeptide","NEFM","4741","","","","",NA,"",NA,NA,"","8p21","Chromosome 8, NC_000008.11 (24913761..24919093)","microtubule binding///protein binding///structural constituent of cytoskeleton","axon development///mitophagy in response to mitochondrial depolarization///neurofilament bundle assembly","axon///neurofibrillary tangle///neurofilament","GO:0008017///GO:0005515///GO:0005200","GO:0061564///GO:0098779///GO:0033693","GO:0030424///GO:0097418///GO:0005883",2.88384301191864,2.61442208794001,4.77250348555419,0.00106066636345217,0.0243578028842728,-0.605441699742655
"40867_at","protein phosphatase 2 scaffold subunit Aalpha","PPP2R1A","5518","","","","Human protein phosphatase 2A regulatory subunit alpha-isotype (alpha-PR65) mRNA, complete cds",189427,"J02902",NA,NA,"","19q13.41","Chromosome 19, NC_000019.10 (52189802..52226425)","antigen binding///protein binding///protein heterodimerization activity///protein phosphatase type 2A regulator activity///protein serine/threonine phosphatase activity","G2/M transition of mitotic cell cycle///RNA splicing///apoptotic process///ceramide metabolic process///chromosome segregation///female meiotic division///inactivation of MAPK activity///meiotic sister chromatid cohesion, centromeric///meiotic spindle elongation///mitotic nuclear envelope reassembly///mitotic sister chromatid separation///negative regulation of cell growth///negative regulation of tyrosine phosphorylation of Stat3 protein///nuclear-transcribed mRNA catabolic process, nonsense-mediated decay///peptidyl-serine dephosphorylation///positive regulation of extrinsic apoptotic signaling pathway in absence of ligand///protein complex assembly///protein dephosphorylation///regulation of DNA replication///regulation of Wnt signaling pathway///regulation of cell adhesion///regulation of cell differentiation///regulation of growth///regulation of meiotic cell cycle process involved in oocyte maturation///regulation of protein phosphatase type 2A activity///regulation of transcription, DNA-templated///response to organic substance///second-messenger-mediated signaling","chromosome, centromeric region///cytosol///extracellular exosome///membrane///microtubule cytoskeleton///mitochondrion///nucleus///protein phosphatase type 2A complex///protein phosphatase type 2A complex","GO:0003823///GO:0005515///GO:0046982///GO:0008601///GO:0004722","GO:0000086///GO:0008380///GO:0006915///GO:0006672///GO:0007059///GO:0007143///GO:0000188///GO:0051754///GO:0051232///GO:0007084///GO:0051306///GO:0030308///GO:0042518///GO:0000184///GO:0070262///GO:2001241///GO:0006461///GO:0006470///GO:0006275///GO:0030111///GO:0030155///GO:0045595///GO:0040008///GO:1903538///GO:0034047///GO:0006355///GO:0010033///GO:0019932","GO:0000775///GO:0005829///GO:0070062///GO:0016020///GO:0015630///GO:0005739///GO:0005634///GO:0000159///GO:0000159",-1.38716983795637,8.36976042559791,-4.7723251064807,0.00106092765293998,0.0243578028842728,-0.605692973729276
"38721_at","calcium binding and coiled-coil domain 1","CALCOCO1","57658","","","","zd77h11.r1 Soares_fetal_heart_NbHH19W Homo sapiens cDNA clone IMAGE:346725 5-, mRNA sequence",1382768,"W72733",NA,NA,"","12q13.13","Chromosome 12, NC_000012.12 (53711118..53727523, complement)","armadillo repeat domain binding///beta-catenin binding///chromatin binding///core promoter binding///ligand-dependent nuclear receptor transcription coactivator activity///protein C-terminus binding///protein binding///sequence-specific DNA binding///transcription coactivator activity///transcription coactivator activity///transcription cofactor activity///transcription regulatory region DNA binding","Wnt signaling pathway///intracellular steroid hormone receptor signaling pathway///positive regulation of gene expression///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription, DNA-templated///signal transduction///transcription, DNA-templated","cytoplasm///intracellular membrane-bounded organelle///nuclear chromatin///nucleus","GO:0070016///GO:0008013///GO:0003682///GO:0001047///GO:0030374///GO:0008022///GO:0005515///GO:0043565///GO:0003713///GO:0003713///GO:0003712///GO:0044212","GO:0016055///GO:0030518///GO:0010628///GO:0045944///GO:0045893///GO:0007165///GO:0006351","GO:0005737///GO:0043231///GO:0000790///GO:0005634",-1.84741815287873,7.5469354323284,-4.77085460354161,0.00106308428573446,0.0243578028842728,-0.607764584706933
"32835_at","RIO kinase 3","RIOK3","8780","","","","",NA,"",NA,NA,"","18q11.2","Chromosome 18, NC_000018.10 (23452823..23483140)","ATP binding///metal ion binding///protein binding///protein serine/threonine kinase activity","chromosome segregation///protein phosphorylation///rRNA processing","cytosol","GO:0005524///GO:0046872///GO:0005515///GO:0004674","GO:0007059///GO:0006468///GO:0006364","GO:0005829",1.18848004907622,9.53405239497925,4.77015569398013,0.0010641109571438,0.0243578028842728,-0.608749307912004
"1278_at","AXL receptor tyrosine kinase","AXL","558","","","","",NA,"",NA,NA,"TIGR: HG162-HT3165","19q13.1","Chromosome 19, NC_000019.10 (41219199..41261767)","ATP binding///phosphatidylserine binding///protein binding///protein heterodimerization activity///protein tyrosine kinase activity///transmembrane receptor protein tyrosine kinase activity///virus receptor activity","apoptotic cell clearance///blood vessel remodeling///cell maturation///cellular response to extracellular stimulus///cellular response to interferon-alpha///cellular response to lipopolysaccharide///dendritic cell differentiation///erythrocyte homeostasis///forebrain cell migration///inflammatory response///innate immune response///natural killer cell differentiation///negative regulation of dendritic cell apoptotic process///negative regulation of interferon-gamma production///negative regulation of lymphocyte activation///negative regulation of neuron apoptotic process///negative regulation of tumor necrosis factor production///neuron migration///ovulation cycle///peptidyl-tyrosine phosphorylation///phagocytosis///platelet activation///positive regulation of cytokine-mediated signaling pathway///positive regulation of natural killer cell differentiation///positive regulation of pinocytosis///positive regulation of protein kinase B signaling///protein kinase B signaling///secretion by cell///signal transduction///spermatogenesis///substrate adhesion-dependent cell spreading///vagina development///vascular endothelial growth factor receptor signaling pathway///viral entry into host cell","cell surface///extracellular exosome///extracellular space///host cell surface///integral component of plasma membrane///intracellular///plasma membrane","GO:0005524///GO:0001786///GO:0005515///GO:0046982///GO:0004713///GO:0004714///GO:0001618","GO:0043277///GO:0001974///GO:0048469///GO:0031668///GO:0035457///GO:0071222///GO:0097028///GO:0034101///GO:0021885///GO:0006954///GO:0045087///GO:0001779///GO:2000669///GO:0032689///GO:0051250///GO:0043524///GO:0032720///GO:0001764///GO:0042698///GO:0018108///GO:0006909///GO:0030168///GO:0001961///GO:0032825///GO:0048549///GO:0051897///GO:0043491///GO:0032940///GO:0007165///GO:0007283///GO:0034446///GO:0060068///GO:0048010///GO:0046718","GO:0009986///GO:0070062///GO:0005615///GO:0044228///GO:0005887///GO:0005622///GO:0005886",1.81449484180633,7.14269440523144,4.76955740492094,0.00106499066868266,0.0243578028842728,-0.609592321689265
"34795_at","procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2","5352","","","","Homo sapiens lysyl hydroxylase isoform 2 (PLOD2) mRNA, complete cds",2138313,"U84573",NA,NA,"","3q24","Chromosome 3, NC_000003.12 (146069436..146161495, complement)","L-ascorbic acid binding///iron ion binding///procollagen-lysine 5-dioxygenase activity","cellular protein modification process///cellular response to hormone stimulus///mitophagy in response to mitochondrial depolarization///oxidation-reduction process///response to hypoxia","endoplasmic reticulum///endoplasmic reticulum membrane///extracellular exosome///rough endoplasmic reticulum membrane","GO:0031418///GO:0005506///GO:0008475","GO:0006464///GO:0032870///GO:0098779///GO:0055114///GO:0001666","GO:0005783///GO:0005789///GO:0070062///GO:0030867",2.7584255756399,4.29937949808039,4.76532699028044,0.00107123336022469,0.0244562769852383,-0.615554703092181
"32395_r_at","small nucleolar RNA, H/ACA box 21///ribosomal protein L23","SNORA21///RPL23","619505///9349","","","","Human mRNA for HL23 ribosomal protein homologue",34193,"X55954",NA,NA,"","17q12///17q","Chromosome 17, NC_000017.11 (38852863..38852995, complement)///Chromosome 17, NC_000017.11 (38850068..38853800, complement)","large ribosomal subunit rRNA binding///poly(A) RNA binding///protein binding///structural constituent of ribosome///structural constituent of ribosome","SRP-dependent cotranslational protein targeting to membrane///nuclear-transcribed mRNA catabolic process, nonsense-mediated decay///rRNA processing///ribosomal protein import into nucleus///translation///translational initiation///viral transcription","cytoplasm///cytosol///cytosolic large ribosomal subunit///extracellular exosome///extracellular matrix///focal adhesion///membrane///nucleolus///ribosome","GO:0070180///GO:0044822///GO:0005515///GO:0003735///GO:0003735","GO:0006614///GO:0000184///GO:0006364///GO:0006610///GO:0006412///GO:0006413///GO:0019083","GO:0005737///GO:0005829///GO:0022625///GO:0070062///GO:0031012///GO:0005925///GO:0016020///GO:0005730///GO:0005840",1.34632441204065,12.611049856322,4.76266107623714,0.00107518758847708,0.0245022442319913,-0.619313462777406
"37381_g_at","general transcription factor IIB","GTF2B","2959","","","","Human mRNA for general transcription factor IIB",37057,"X59268",NA,NA,"","1p22-p21","Chromosome 1, NC_000001.11 (88852638..88891944, complement)","TBP-class protein binding///core promoter binding///protein binding///thyroid hormone receptor binding///transcription factor binding///zinc ion binding","positive regulation of viral transcription///regulation of transcription, DNA-templated///snRNA transcription from RNA polymerase II promoter///transcription elongation from RNA polymerase II promoter///transcription from RNA polymerase II promoter///transcription initiation from RNA polymerase II promoter///viral process","nucleolus///nucleoplasm///nucleus","GO:0017025///GO:0001047///GO:0005515///GO:0046966///GO:0008134///GO:0008270","GO:0050434///GO:0006355///GO:0042795///GO:0006368///GO:0006366///GO:0006367///GO:0016032","GO:0005730///GO:0005654///GO:0005634",1.31992089911803,9.16595312158346,4.75717254244114,0.00108337802855098,0.0245941442918086,-0.627055329826162
